"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"7689","2017-05-03","UK's Brexit minister dismisses reports of rising Brexit bill","Britain's Brexit minister David Davis said on Wednesday that he did not recognise any of the figures published in the media for the bill that Britain could face when it leaves the European Union.","uk, s, brexit, minister, dismisses, reports, rising, brexit, bill","britain, s, brexit, minister, david, davis, said, wednesday, recognise, figures, published, media, bill, britain, face, leaves, european, union"
"7690","2017-05-03","UK will not pay 100 billion euro EU exit bill, says Brexit minister","Britain will not be paying 100 billion euros (84.58 billion pounds) to leave the European Union, Brexit minister David Davis said on Wednesday after the Financial Times reported that the EU was preparing to demand that amount.","uk, will, pay, billion, euro, eu, exit, bill, says, brexit, minister","britain, will, paying, billion, euros, billion, pounds, leave, european, union, brexit, minister, david, davis, said, wednesday, financial, times, reported, eu, preparing, demand, amount"
"7694","2017-05-03","Rising Brexit 'bill' raises negotiating stakes","EU negotiators have hiked possible payment demands for Brexit over recent weeks, officials say, widening the divide between Brussels and London, which questions whether it owes anything at all before talks start next month.","rising, brexit, bill, raises, negotiating, stakes","eu, negotiators, hiked, possible, payment, demands, brexit, recent, weeks, officials, say, widening, divide, brussels, london, questions, whether, owes, anything, talks, start, next, month"
"7695","2017-05-03","UK wants generous deal for EU residents post-Brexit - David Davis","Britain's intention in negotiations over the post-Brexit status of European Union nationals already living in the United Kingdom is to give them very similar rights to those they enjoy now, Brexit minister David Davis said on Wednesday.","uk, wants, generous, deal, eu, residents, post, brexit, david, davis","britain, s, intention, negotiations, post, brexit, status, european, union, nationals, already, living, united, kingdom, give, similar, rights, enjoy, now, brexit, minister, david, davis, said, wednesday"
"7698","2017-05-02","May promises to be 'bloody difficult woman' in Brexit talks","British Prime Minister Theresa May promised EU officials on Tuesday that she would be ""a bloody difficult woman"" in divorce talks, after being criticised for underestimating the complexity of Brexit talks and having ""illusions"" over a deal.","may, promises, bloody, difficult, woman, brexit, talks","british, prime, minister, theresa, may, promised, eu, officials, tuesday, bloody, difficult, woman, divorce, talks, criticised, underestimating, complexity, brexit, talks, illusions, deal"
"7700","2017-05-02","Dinner disaster? How to read the Brexit bust-up signals","Britain is in uproar over a German newspaper account of last week's Brexit talks between Prime Minister Theresa May and EU chief executive Jean-Claude Juncker. Here are reading notes for the saga:","dinner, disaster, read, brexit, bust, signals","britain, uproar, german, newspaper, account, last, week, s, brexit, talks, prime, minister, theresa, may, eu, chief, executive, jean, claude, juncker, reading, notes, saga"
"7701","2017-05-02","On day one as editor, Osborne taunts May over ""unrealistic"" Brexit","On his first day as a newspaper editor, former finance minister George Osborne taunted British leader Theresa May over her snap election strategy and ""unrealistic"" Brexit stance.","day, one, editor, osborne, taunts, may, unrealistic, brexit","first, day, newspaper, editor, former, finance, minister, george, osborne, taunted, british, leader, theresa, may, snap, election, strategy, unrealistic, brexit, stance"
"7702","2017-05-02","UK's Brexit plan poses a risk to nuclear industry - lawmakers","Britain's plan to leave the European Atomic Energy Community (Euratom) when it quits the European Union will severely hinder nuclear trade and research, and threaten power supplies, a UK parliamentary committee said in a report on Tuesday.","uk, s, brexit, plan, poses, risk, nuclear, industry, lawmakers","britain, s, plan, leave, european, atomic, energy, community, euratom, quits, european, union, will, severely, hinder, nuclear, trade, research, threaten, power, supplies, uk, parliamentary, committee, said, report, tuesday"
"7705","2017-05-02","UK says PM May to lead Brexit talks, approaching them with 'goodwill'","Prime Minister Theresa May will lead Britain's Brexit talks and is approaching the negotiations with goodwill, her spokesman said on Tuesday, responding to criticism that her government underestimated the complexity of the process.","uk, says, pm, may, lead, brexit, talks, approaching, goodwill","prime, minister, theresa, may, will, lead, britain, s, brexit, talks, approaching, negotiations, goodwill, spokesman, said, tuesday, responding, criticism, government, underestimated, complexity, process"
"7710","2017-05-01","May expects tough talks; EU alarmed at Brexit 'illusions'","British Prime Minister Theresa May expects divorce talks with the European Union to be tough, she said on Sunday after EU leaders agreed stiff terms and voiced alarm at ""illusions"" in London that may wreck a deal.","may, expects, tough, talks, eu, alarmed, brexit, illusions","british, prime, minister, theresa, may, expects, divorce, talks, european, union, tough, said, sunday, eu, leaders, agreed, stiff, terms, voiced, alarm, illusions, london, may, wreck, deal"
"7717","2017-04-29","Britain gears up for negotiations of a 'lifetime' after EU outlines Brexit stance","Britain's minister for leaving the European Union said on Saturday the country was gearing up for the most complex negotiations ""in our lifetimes"" after the European Union outlined its tough approach to Brexit talks.","britain, gears, negotiations, lifetime, eu, outlines, brexit, stance","britain, s, minister, leaving, european, union, said, saturday, country, gearing, complex, negotiations, lifetimes, european, union, outlined, tough, approach, brexit, talks"
"7720","2017-04-29","UKIP leader Nuttall to stand in pro-Brexit stronghold in election","The leader of eurosceptic party UKIP will stand in the constituency of Boston and Skegness in Britain's general election in June, the party said on Saturday, seeking to capitalise on strong pro-Brexit sentiment in the area.","ukip, leader, nuttall, stand, pro, brexit, stronghold, election","leader, eurosceptic, party, ukip, will, stand, constituency, boston, skegness, britain, s, general, election, june, party, said, saturday, seeking, capitalise, strong, pro, brexit, sentiment, area"
"7722","2017-04-29","'Phased approach': How to read EU Brexit guidelines","European Union leaders approved on Saturday guidelines for their chief Brexit negotiator, Michel Barnier, setting priorities that the Union of 27 governments staying in the bloc wants to achieve in talks on Britain's withdrawal.","phased, approach, read, eu, brexit, guidelines","european, union, leaders, approved, saturday, guidelines, chief, brexit, negotiator, michel, barnier, setting, priorities, union, governments, staying, bloc, wants, achieve, talks, britain, s, withdrawal"
"7723","2017-04-29","Factbox - Countdown to Brexit","European Union leaders agreed a set of negotiating guidelines for talks on Britain's withdrawal from the bloc, which should be completed in two years.","factbox, countdown, brexit","european, union, leaders, agreed, set, negotiating, guidelines, talks, britain, s, withdrawal, bloc, completed, two, years"
"7724","2017-04-29","Japan's Abe cautions against Brexit regulation cliff edge","Japan's Shinzo Abe called on Prime Minister Theresa May to ensure a smooth transition for business as the United Kingdom leaves the European Union, to avoid a cliff edge where rules and regulations for firms change overnight.","japan, s, abe, cautions, brexit, regulation, cliff, edge","japan, s, shinzo, abe, called, prime, minister, theresa, may, ensure, smooth, transition, business, united, kingdom, leaves, european, union, avoid, cliff, edge, rules, regulations, firms, change, overnight"
"7725","2017-04-29","Talks on new EU-UK ties must start quickly - Dutch PM","The European Union and Britain need to make rapid progress on initial issues in Brexit negotiations and quickly start talking about their new trade and political relationship, Dutch Prime Minister Mark Rutte said on Saturday.","talks, new, eu, uk, ties, must, start, quickly, dutch, pm","european, union, britain, need, make, rapid, progress, initial, issues, brexit, negotiations, quickly, start, talking, new, trade, political, relationship, dutch, prime, minister, mark, rutte, said, saturday"
"7726","2017-04-29","EU unity in Brexit talks in Britain's interest - Tusk","The European Union will only be able to conclude talks on Britain's exit if it stays united, which means the bloc's unity is in Britain's interest, the chairman of EU summits Donald Tusk said on Saturday.","eu, unity, brexit, talks, britain, s, interest, tusk","european, union, will, able, conclude, talks, britain, s, exit, stays, united, means, bloc, s, unity, britain, s, interest, chairman, eu, summits, donald, tusk, said, saturday"
"7727","2017-04-29","Japanese PM Abe asks May for 'smooth Brexit' for business","Japanese leader Shinzo Abe asked Prime Minister Theresa May on Friday to ensure a smooth Brexit to allow Japanese companies to continue to operate as the United Kingdom exits the European Union.","japanese, pm, abe, asks, may, smooth, brexit, business","japanese, leader, shinzo, abe, asked, prime, minister, theresa, may, friday, ensure, smooth, brexit, allow, japanese, companies, continue, operate, united, kingdom, exits, european, union"
"7729","2017-04-28","EU to say united Ireland would be automatic full member","European Union leaders at a Brexit summit on Saturday will give a formal undertaking to embrace the British province of Northern Ireland in the EU if a referendum unites the island, diplomats said on Friday.","eu, say, united, ireland, automatic, full, member","european, union, leaders, brexit, summit, saturday, will, give, formal, undertaking, embrace, british, province, northern, ireland, eu, referendum, unites, island, diplomats, said, friday"
"7733","2017-04-28","UK government says Scottish Brexit proposal could disrupt trade - letter","Trade between the United Kingdom's four nations could be disrupted if Scotland wins a different divorce deal with the European Union, a letter from Brexit minister David Davis published by the Scottish government said on Friday.","uk, government, says, scottish, brexit, proposal, disrupt, trade, letter","trade, united, kingdom, s, four, nations, disrupted, scotland, wins, different, divorce, deal, european, union, letter, brexit, minister, david, davis, published, scottish, government, said, friday"
"7735","2017-04-28","May says Merkel talk of UK illusions shows how tough Brexit talks will be","German Chancellor Angela Merkel's comments about Britain having illusions over its future relationship with the European Union show how tough the upcoming Brexit negotiations will be, Prime Minister Theresa May will say on Thursday.","may, says, merkel, talk, uk, illusions, shows, tough, brexit, talks, will","german, chancellor, angela, merkel, s, comments, britain, illusions, future, relationship, european, union, show, tough, upcoming, brexit, negotiations, will, prime, minister, theresa, may, will, say, thursday"
"7741","2017-04-26","May says government speaking to Nestle over job cuts","Prime Minister Theresa May said on Wednesday her government was talking to Nestle after the Swiss-based company announced plans to cut almost 300 jobs in Britain, a move she said was not connected to Brexit.","may, says, government, speaking, nestle, job, cuts","prime, minister, theresa, may, said, wednesday, government, talking, nestle, swiss, based, company, announced, plans, cut, almost, jobs, britain, move, said, connected, brexit"
"7747","2017-04-26","UK not seeking divide and rule approach in Brexit talks - minister","Britain will not seek to take a divide and rule approach with the other 27 member states of the European Union in upcoming Brexit negotiations, Brexit minister David Davis said on Wednesday.","uk, seeking, divide, rule, approach, brexit, talks, minister","britain, will, seek, take, divide, rule, approach, member, states, european, union, upcoming, brexit, negotiations, brexit, minister, david, davis, said, wednesday"
"7748","2017-04-26","Fighting for every vote, May takes on 'separatists'","Despite her runaway lead in opinion polls, Prime Minister Theresa May said on Tuesday she would fight for every vote in an election she hopes will strengthen her in Brexit talks with the EU and help her prevent the break-up of the United Kingdom.","fighting, every, vote, may, takes, separatists","despite, runaway, lead, opinion, polls, prime, minister, theresa, may, said, tuesday, fight, every, vote, election, hopes, will, strengthen, brexit, talks, eu, help, prevent, break, united, kingdom"
"7756","2017-04-27","Drugs firms call for phased transition of regulation after Brexit","Pharmaceutical companies called on Thursday for a phased transition in drug regulation after Britain leaves the European Union, in order to avoid supply disruption and protect public health.","drugs, firms, call, phased, transition, regulation, brexit","pharmaceutical, companies, called, thursday, phased, transition, drug, regulation, britain, leaves, european, union, order, avoid, supply, disruption, protect, public, health"
"7757","2017-04-27","May tries to warm the Brexit atmosphere with EU","British Prime Minister Theresa May told European Commission President Jean-Claude Juncker on Wednesday she wanted a ""deep and special relationship"" with the European Union, trying to warm the atmosphere before Brexit talks begin.","may, tries, warm, brexit, atmosphere, eu","british, prime, minister, theresa, may, told, european, commission, president, jean, claude, juncker, wednesday, wanted, deep, special, relationship, european, union, trying, warm, atmosphere, brexit, talks, begin"
"7760","2017-04-26","'Have a little swagger', CEOs tell May in bid to make Brexit pay","Global chief executives and investors had some sharp advice for Prime Minister Theresa May on Wednesday: Make Brexit a success by looking beyond the European Union and adopting a little swagger about the benefits of the world's fifth largest economy.","little, swagger, ceos, tell, may, bid, make, brexit, pay","global, chief, executives, investors, sharp, advice, prime, minister, theresa, may, wednesday, make, brexit, success, looking, beyond, european, union, adopting, little, swagger, benefits, world, s, fifth, largest, economy"
"7765","2017-04-24","UK election cuts time for Brexit talks, key EU lawmaker says","The snap general election called by British Prime Minister Theresa May will reduce the already limited time available to negotiate a Brexit deal, an influential EU lawmaker said on Monday.","uk, election, cuts, time, brexit, talks, key, eu, lawmaker, says","snap, general, election, called, british, prime, minister, theresa, may, will, reduce, already, limited, time, available, negotiate, brexit, deal, influential, eu, lawmaker, said, monday"
"7772","2017-04-25","Labour to guarantee EU citizens' rights if wins election","Britain's opposition Labour Party will immediately guarantee the rights of millions of EU citizens living in the UK if it wins a June election, it said on Tuesday, setting out a Brexit strategy aimed at eating into Prime Minister Theresa May's runaway lead.","labour, guarantee, eu, citizens, rights, wins, election","britain, s, opposition, labour, party, will, immediately, guarantee, rights, millions, eu, citizens, living, uk, wins, june, election, said, tuesday, setting, brexit, strategy, aimed, eating, prime, minister, theresa, may, s, runaway, lead"
